Unnamed: 0,target_role,Company,Package(P/A),Experince,Skills,Job_Description,Rating,Reviews,Location,Link-of-job
8388,IT Business Analyst,Radiansys Technologies,Not disclosed,1-3 Yrs ,"['android', 'microsoft', 'ms office', 'software testing', 'php', 'it business analysis', 'analytics', 'sales consulting']",We are looking for a business analyst to join our project team. You will work alongside...,4.8,5.0,Gurgaon/Gurugram,https://www.naukri.com/job-listings-it-business-analyst-radiansys-gurgaon-gurugram-1-to-3-years-201222501114
8389,IT Business Analyst,Fugro Geotech,Not disclosed,3-8 Yrs ,"['Information technology', 'IT Business Analysis', 'Change management', 'ERP', 'Procurement', 'Enterprise', 'Change', 'Business analysis']","Build Business Case, setup Success Criteria and identifies risks for projects. Act as a...",3.7,34.0,"Mumbai, Navi Mumbai",https://www.naukri.com/job-listings-it-business-analyst-fugro-geotech-pvt-ltd-mumbai-navi-mumbai-3-to-8-years-201022503651
8396,Business Analyst,HyreFox Consultants Pvt Ltd,Not disclosed,2-6 Yrs ,"['workflow', 'process', 'modeling', 'process modeling', 'business process modeling', 'technical training', 'equity', 'private equity']",Experience of JMS/ GMS applications is preferred . You can be from business side or fro...,3.7,20.0,Jaipur,https://www.naukri.com/job-listings-business-analyst-hyrefox-consultants-pvt-ltd-jaipur-2-to-6-years-200622501845
8403,Business Analyst,AM NS India,Not disclosed,4-6 Yrs ,"['forecasting', 'business analysis', 'pricing', 'business strategy', 'finance', 'modeling', 'financial modelling', 'analytics']","Qualification : Masters degree or equivalent . As a Business Analyst, you should be abl...",4.0,748.0,Mumbai,https://www.naukri.com/job-listings-business-analyst-amns-india-mumbai-4-to-6-years-200323500376
8414,Business Analyst,JRG Software & Technologies,Not disclosed,1-2 Yrs ,"['Research', 'Networking', 'Digital Strategy', 'Digital', 'Internet research', 'Analytical', 'Analytics', 'Analysis']",Must have excellent communications skills and be able to work independently and multi-t...,,,Jaipur,https://www.naukri.com/job-listings-business-analyst-jrg-software-and-technologies-jaipur-1-to-2-years-200220501173
8415,Business Analyst,Navigators Software,Not disclosed,3-8 Yrs ,"['System', 'Python', 'Oracle', '.Net', 'Languages', 'Real time pcr', 'HTML', 'C']",Business Analyst Exp - 3 years and above Kolkata,4.1,96.0,Kolkata,https://www.naukri.com/job-listings-business-analyst-navigators-software-pvt-ltd-kolkata-3-to-8-years-200219500417
8416,Business Analyst,Pxsn,Not disclosed,2-3 Yrs ,"['Education', 'Analysis', 'Building', 'Business analysis', 'Relationship building', 'Process', 'Relationship', 'Team']",Must be able to work independently and must be a team playerEducational Qualification: ...,2.3,5.0,Pune,https://www.naukri.com/job-listings-business-analyst-pxsn-pune-2-to-3-years-200216502195
8417,Business Analyst,Pxsn,Not disclosed,3-5 Yrs ,"['Education', 'Analysis', 'Building', 'Business analysis', 'Relationship building', 'Process', 'Relationship', 'Team']",Must be able to work independently and must be a team playerEducational Qualification: ...,2.3,5.0,Pune,https://www.naukri.com/job-listings-business-analyst-pxsn-pune-3-to-5-years-200216502186
8420,Business Analyst,Blue Umbrella India Pvt. Ltd.,Not disclosed,1-3 Yrs ,"['risk management', 'test cases', 'business case development', 'business case', 'development', 'software testing', 'review', 'technical']",Verification of requirementWorking experience of DevOps / TFS,3.0,41.0,New Delhi,https://www.naukri.com/job-listings-business-analyst-blue-umbrella-india-pvt-ltd-new-delhi-1-to-3-years-200123500645
8426,Business Analyst,Mycitypune,Not disclosed,7-9 Yrs ,"['agile', 'development', 'scrum', 'aac', 'business analysis', 'Business Analyst', 'Agile development']","Qualification: Bachelors' in Marketing, Business or a related field Experience: 7 to 9 ...",,,Pune,https://www.naukri.com/job-listings-business-analyst-mycitypune-pune-7-to-9-years-191020500624
8427,Business Analyst,HyreFox Consultants Pvt Ltd,Not disclosed,4-9 Yrs ,"['proposal writing', 'rfp', 'analysis', 'data', 'business analysis', 'process management', 'competitive analysis', 'data mining']","Understanding of business processes . Good with RFI / RFP, Proposal writing, Documentat...",3.7,20.0,Jaipur,https://www.naukri.com/job-listings-business-analyst-hyrefox-consultants-pvt-ltd-jaipur-4-to-9-years-190922503061
8430,Business Analyst,Techneurons,Not disclosed,1-4 Yrs ,"['Interpersonal skills', 'Editing', 'Proposal preparation', 'Time management', 'RFP', 'Business analysis', 'Interpersonal Skill', 'Time Managements']","Required Skills: Excellent command of English writing, curating, and editing content fo...",3.9,18.0,Kochi/Cochin,https://www.naukri.com/job-listings-business-analyst-techneurons-consulting-solutions-private-limited-kochi-cochin-1-to-4-years-190822501090
8434,Business Analyst,YAN It Solutions,Not disclosed,7-10 Yrs ,"['infrastructure', 'sql', 'management', 'infrastructure management', 'migration', 'data', 'technical', 'gis']",Experience: 7 to 10 yrs,3.4,11.0,Pune,https://www.naukri.com/job-listings-business-analyst-yan-it-solutions-pune-7-to-10-years-190619503122
8438,BUSINESS ANALYST,Classteacher Learning Systems,Not disclosed,1-3 Yrs ,"['b2c', 'management', 'team management', 'team', 'sales', 'b2b', 'generation', 'leadership']",Candidates with vast experience in software product sales / Edtech Sales in B2B /B2C mo...,3.5,42.0,Gurgaon/Gurugram,https://www.naukri.com/job-listings-business-analyst-classteacher-learning-systems-gurgaon-gurugram-1-to-3-years-190521500494
8442,Technical Business Analyst,Luxoft,Not disclosed,2-6 Yrs ,"['Stakeholder management', 'Management', 'Analysis', 'Analytical', 'Monitoring', 'Business analysis', 'Project', 'SQL']",Skills . Must have Stakeholder Management - Should be independent to collaborate with v...,4.2,357.0,Chennai,https://www.naukri.com/job-listings-technical-business-analyst-luxoft-chennai-2-to-6-years-190423500062
8443,Business Analyst,Integra Global Solutions,Not disclosed,10-15 Yrs ,"['management', 'market research', 'strategic planning', 'workflow', 'analytical', 'sql', 'senior management', 'research']",Bachelor s Degree in appropriate field of study or equivalent work experience Plan and ...,3.6,127.0,Coimbatore,https://www.naukri.com/job-listings-business-analyst-integra-global-solutions-corp-coimbatore-10-to-15-years-190123502068
8445,BUSINESS ANALYST,Orbhr Services,Not disclosed,3-6 Yrs ,"['catalog management', 'information technology', 'time managements', 'acceptance testing', 'time', 'gui testing', 'billing', 'technology']",Experience in telecom domain would be a plus. REQUIRED SKILLS Strong experience in digi...,,,Chennai,https://www.naukri.com/job-listings-business-analyst-orbhr-services-chennai-3-to-6-years-190123501028
8446,Business Analyst,Brainchamber Technologies,Not disclosed,3-5 Yrs ,"['management', 'business analysis', 'control', 'project planning', 'project management', 'budget development', 'budgeting', 'planning']",Experience : Not mandatory.Desired : - 3- 5 yrs of experience - Should have good relati...,,,"Kolhapur, Pune",https://www.naukri.com/job-listings-business-analyst-brainchamber-technologies-pvt-ltd-kolhapur-pune-3-to-5-years-181218500618
8448,Research Analyst,BTB Venture,Not disclosed,2-4 Yrs ,"['secondary', 'research', 'research analysis', 'secondary research', 'dbms', 'presales', 'Database', 'Research Analyst']",Pre-sales and Business development experience (good to have but not mandatory) Good com...,4.0,19.0,Pune,https://www.naukri.com/job-listings-research-analyst-btb-venture-pune-2-to-4-years-181122501870
8449,Analyst,Supplycopia Software Services,Not disclosed,3-4 Yrs ,"['analysis', 'analytical skills', 'business analysis', 'analytical', 'analytical skill', 'analytics', 'Business Analyst']",Strong Documentation Skills and Requirement gathering. Good communication and project e...,4.6,5.0,Noida,https://www.naukri.com/job-listings-analyst-supplycopia-software-services-private-limited-noida-3-to-4-years-181122501543
8450,Lead Business Analyst,Zeidler Legal Process Outsourcing,Not disclosed,3-7 Yrs ,"['software engineering', 'engineering', 'communication skills', 'business analysis', 'usage', 'user stories', 'software', 'swift']",Required skills: . . . . . Minimum 5 years of experience as a Lead Business Analyst. . ...,,,Mumbai,https://www.naukri.com/job-listings-lead-business-analyst-zeidler-legal-services-mumbai-3-to-7-years-181121501307
8453,Business Analyst,Simpleworks Solutions,Not disclosed,1-4 Yrs ,"['crm', 'translation', 'technical', 'business analysis', 'assurance', 'process', 'monitoring', 'process management']","You will be working from home, preferably based out of Nagpur / Bangalore/ Hyderabad / ...",4.3,7.0,Delhi,https://www.naukri.com/job-listings-business-analyst-simplecrm-delhi-1-to-4-years-180920501200
8475,Business Analyst,Accrualify India,Not disclosed,1-4 Yrs ,"['assessment', 'erp', 'document review', 'risk assessment', 'risk', 'key', 'ms office', 'review']",The ideal candidate is a team player who will be responsible for working with company d...,4.6,11.0,Nagpur,https://www.naukri.com/job-listings-business-analyst-accrualify-india-private-limited-nagpur-1-to-4-years-180123502227
8480,Business Analyst,Seven Consultancy (HR Solution),Not disclosed,1-4 Yrs ,"['Consultancy', 'Marketing', 'Business analysis', 'Publishing', 'Recruitment', 'Marketing Intern', 'Marketing Executive', 'Internship']",Should be a Commerce Graduate (MBA would be added advantage) with minimum 3 to 6 years ...,4.0,3.0,New Delhi,https://www.naukri.com/job-listings-business-analyst-seven-consultancy-hr-solution-new-delhi-1-to-4-years-171122503014
8484,Business Analyst,Serosoft Solutions,Not disclosed,3-5 Yrs ,"['Functional', 'Management', 'Project management', 'ERP', 'Process', 'Business analysis', 'Functional analysis', 'Analytics']","Requirement Elicitation and analysis workshops with clients to define business, process...",3.0,33.0,Indore,https://www.naukri.com/job-listings-business-analyst-serosoft-solutions-pvt-ltd-indore-3-to-5-years-171122501371
8485,Business Analyst,V Konnect,Not disclosed,3-8 Yrs ,"['analysis', 'team', 'monitoring', 'business analysis', 'construction finance', 'cash flow', 'cash', 'microsoft']","Credit underwriting of real estate proposals. Assessment of borrower profile, analysis ...",4.0,35.0,"Mumbai, Pune, Ahmedabad, Surat",https://www.naukri.com/job-listings-business-analyst-v-konnect-associates-mumbai-pune-ahmedabad-surat-3-to-8-years-171122500884
8489,Business Analyst,DCKAP,Not disclosed,2-7 Yrs ,"['Account management', 'Accounting', 'Usage', 'SEO', 'Development', 'Servicing', 'E-commerce', 'Software development life cycle']",Experience Managing P&L (Profit & Loss).Forecast and track key account metrics Job Requ...,4.0,19.0,Chennai,https://www.naukri.com/job-listings-business-analyst-dckap-technologies-pvt-ltd-chennai-2-to-7-years-170918500603
8492,Business Analyst,IBS Software Services,Not disclosed,5-8 Yrs ,"['Office', 'Customer management', 'Microsoft', 'Product management', 'Development', 'Business analysis', 'Agile', 'MS Office']",The candidate must have very good analytical and logical skills. The candidate must hav...,3.9,430.0,Trivandrum/Thiruvananthapuram,https://www.naukri.com/job-listings-business-analyst-ibs-software-trivandrum-thiruvananthapuram-5-to-8-years-170822500870
8499,Business Analyst,Itlabz Technology,Not disclosed,2-7 Yrs ,"['management', 'investment', 'system', 'cost', 'business analysis', 'system design', 'investment management', 'design']",. Should be having 2+ years of experience . . . . Extensive experience in transforming ...,,,Ghaziabad,https://www.naukri.com/job-listings-business-analyst-itlabz-technology-ghaziabad-2-to-7-years-170223504027
8500,Business Analyst,Ladders Up Hr Solution,Not disclosed,1-3 Yrs ,"['risk management', 'corporate lending', 'finance', 'management', 'software services', 'operational risk', 'gap', 'consumer finance']",*Interaction with Development Team on the enhancements to be undertaken in the Product ...,1.6,2.0,Noida,https://www.naukri.com/job-listings-business-analyst-ladders-up-hr-solution-noida-1-to-3-years-170223503984
8510,Business Analyst,Zessta Software Services,Not disclosed,3-10 Yrs ,"['Software', 'Business analysis', 'Analysis', 'Software services', 'Analyst', 'Business Analyst']",Candidates with Bachelors degree in computer science and Masters in Business are prefer...,4.2,10.0,Hyderabad/Secunderabad,https://www.naukri.com/job-listings-business-analyst-zessta-software-services-pvt-ltd-hyderabad-secunderabad-3-to-10-years-170123500571
8514,IT Business Analyst,Sophy E Technologies,Not disclosed,2-5 Yrs ,"['life cycle', 'change management', 'development', 'prototype', 'sdlc', 'email', 'scrum', 'change']",Requirement gathering closely works with the development business team to ensure that c...,,,Jaipur,https://www.naukri.com/job-listings-it-business-analyst-sophy-e-technologies-pvt-ltd-jaipur-2-to-5-years-170120502031
8520,Salesforce Business Analyst,Forsys,Not disclosed,2-5 Yrs ,"['UAT', 'Salesforce', 'Sales', 'Architecture', 'Project implementation', 'Business analysis', 'Sales process', 'Project']",Experience in Salesforce Platform and comfortable with the platform capabilitiesCoordin...,3.4,33.0,Hyderabad/Secunderabad,https://www.naukri.com/job-listings-salesforce-business-analyst-forsys-inc-hyderabad-secunderabad-2-to-5-years-161122501173
8523,Business Analyst,Asit C Mehta Investment Interrmediates (ACMIIL),Not disclosed,3-7 Yrs ,"['management', 'development', 'training', 'training management', 'online trading', 'vendor', 'business development', 'side']","Education: B.tech, MBA Finance. .",3.6,61.0,Mumbai,https://www.naukri.com/job-listings-business-analyst-asit-c-mehta-investment-intermediates-ltd-mumbai-3-to-7-years-161122500130
8525,Business Analyst,Post A Resume,Not disclosed,5-10 Yrs ,"['change', 'jira', 'application development', 'incident', 'development', 'team', 'change management', 'application programming']",Ability to learn and master in house softwareMinimum 5 Years of experience in BA Role S...,3.8,16.0,Ahmedabad,https://www.naukri.com/job-listings-business-analyst-post-a-resume-hr-consultancy-ahmedabad-5-to-10-years-160922501237
8526,Business Analyst,Excent Solutions,Not disclosed,2-4 Yrs ,"['management', 'web technologies', 'client', 'business analysis', 'cms', 'e-commerce', 'sales', 'consulting']",Graduate with fluent verbal written communication skills in English Functional requirem...,,,Zirakpur,https://www.naukri.com/job-listings-business-analyst-excent-solutions-zirakpur-2-to-4-years-160922500926
8529,Business Analyst,Cloudsmartz,Not disclosed,1-3 Yrs ,"['process modeling', 'customer experience management', 'management', 'business process modeling', 'communication skills', 'digital', 'customer experience', 'quality assurance']",Good Management and Research skills Experience on tools like Draw.io or Visio Good comm...,,,Mohali,https://www.naukri.com/job-listings-business-analyst-cloudsmartz-mohali-1-to-3-years-160921500054
8534,Business Analyst,Serole Technologies,Not disclosed,2-5 Yrs ,"['Development Life Cycle', 'Business analysis', 'Life cycle', 'Social media', 'Business process', 'Design', 'Design development', 'Risk']",Eligibility : Candidates who are immediately available or with less than 30 days notice...,3.5,24.0,Hyderabad/Secunderabad,https://www.naukri.com/job-listings-business-analyst-serole-technologies-hyderabad-secunderabad-2-to-5-years-160622500820
8537,Business analyst,HyreFox Consultants Pvt Ltd,Not disclosed,3-7 Yrs ,"['analysis', 'data', 'business analysis', 'process management', 'competitive analysis', 'data mining', 'business process', 'management']",Understanding of business processes Discussion with key stakeholders gathering requirem...,3.7,20.0,Jaipur,https://www.naukri.com/job-listings-business-analyst-hyrefox-consultants-pvt-ltd-jaipur-3-to-7-years-160522502160
8540,Business Analyst,Backbase,Not disclosed,3-6 Yrs ,"['banking products', 'quality management', 'management', 'team building', 'banking product', 'quality assurance', 'business analysis', 'assurance']","Youre a self-starter, you can take initiative without waiting for direction. . . . And ...",4.3,7.0,Hyderabad/Secunderabad,https://www.naukri.com/job-listings-business-analyst-backbase-hyderabad-secunderabad-3-to-6-years-160522500249
8543,Business Analyst,Varite,Not disclosed,6-8 Yrs ,"['Management', 'Root cause', 'Process', 'JIRA', 'Stakeholder Engagement', 'Mapping', 'Business analysis', 'Root cause analysis']",HashiCorp Vault . IAM / PAM experience . Accountability for deliverables and proven tra...,3.7,115.0,Hyderabad/Secunderabad,https://www.naukri.com/job-listings-business-analyst-varite-hyderabad-secunderabad-6-to-8-years-160323500034
8545,Business Analyst,[x]cube Labs,Not disclosed,3-6 Yrs ,"['analytics', 'technical', 'planning', 'project planning', 'ms office', 'tracking', 'microsoft', 'business analysis']",Basic Qualifications: Bachelor s degree is EngineeringMinimum 2- 3 years of Engineering...,3.1,4.0,Hyderabad,https://www.naukri.com/job-listings-business-analyst-x-cube-labs-hyderabad-secunderabad-3-to-6-years-160318500628
8557,Business Analyst,EbixCash Financial Technologies (ECFT),Not disclosed,8-13 Yrs ,"['management', 'test cases', 'functional', 'configuration', 'configuration management', 'business analysis', 'uat', 'design']",Must have contributed to enhancing core Product functionality in terms of contribution ...,3.9,51.0,"Pune, Chennai",https://www.naukri.com/job-listings-business-analyst-indus-software-technologies-private-ltd-pune-chennai-8-to-13-years-160221500516
8561,Business Analyst,Accops Systems,Not disclosed,2-4 Yrs ,"['monitoring', 'time', 'business analysis', 'time managements', 'analytics', 'management', 'excel', 'crm']","Monitor deliverables, timelines from other departments on critical project . . . . Soft...",3.8,21.0,Pune,https://www.naukri.com/job-listings-business-analyst-accops-pune-2-to-4-years-151222503190
8564,Business Analyst II,Vertafore,Not disclosed,1-4 Yrs ,"['analysis', 'life cycle', 'management', 'operations', 'innovation', 'business process', 'business analysis', 'product innovation']","Review, analyze, and evaluate business systems and user needs. Document requirements de...",4.0,87.0,Hyderabad/Secunderabad,https://www.naukri.com/job-listings-business-analyst-ii-vertafore-hyderabad-secunderabad-1-to-4-years-151122500072
8572,Business Analyst II,Icon Plc,Not disclosed,3-6 Yrs ,"['Software', 'Development Life Cycle', 'Information technology', 'Development Methodologies', 'Time Managements', 'Healthcare', 'Software development', 'Clinical research']",Translates non-technical requirements into technical business requirementProvides input...,4.2,431.0,Chennai,https://www.naukri.com/job-listings-business-analyst-ii-icon-pharmaceutical-s-chennai-3-to-6-years-150323501453
8575,Business Analyst,Ivy Tech Solutions,Not disclosed,1-4 Yrs ,"['Analytics', 'Interpersonal skills', 'Business analysis', 'Process', 'Site', 'SAAS', 'Operations', 'Information technology']","The successful candidate will have a bachelor s degree in business, information technol...",,,Remote,https://www.naukri.com/job-listings-business-analyst-ivy-tech-solutions-inc-remote-1-to-4-years-150322500213
8579,Business Analyst,Ivy Tech Solutions,Not disclosed,1-4 Yrs ,"['Test cases', 'GIS', 'Management', 'Development', 'Software development', 'Business analysis', 'System testing', 'Software testing']",Minimum Qualifications . Five (5) years experience Business Analyst role . A Master s d...,,,Remote,https://www.naukri.com/job-listings-business-analyst-ivy-tech-solutions-inc-remote-1-to-4-years-150322500158
8580,Business Analyst,Superior Innovative Technologies,Not disclosed,5-10 Yrs ,"['analysis', 'sql', 'us healthcare', 'rollout', 'claims', 'healthcare', 'business analysis', 'medical records']",Provides support and information as required to assist in the timely resolution of issu...,4.0,11.0,Chennai,https://www.naukri.com/job-listings-business-analyst-superior-innovative-technologies-pvt-ltd-chennai-5-to-10-years-150317500795
8582,Business Analyst,Finetech Research And Investment Advisor,Not disclosed,2-6 Yrs ,"['business analysis', 'Business Analyst']","Business Analyst Any Graduation BDE Fresher or experience. Graduate, Good Communication.",3.7,2.0,Indore,https://www.naukri.com/job-listings-business-analyst-finetech-research-and-investment-advisor-indore-2-to-6-years-150219500088
8585,Business Analyst,Cognitus,Not disclosed,1-2 Yrs ,"['red', 'saps', 'sap', 'sap support', 'business analysis', 'deployment', 'consulting', 'Business Analyst']",Required: 1-2 years of experience in BA Strong communication skills Smart and willing t...,4.6,22.0,Hyderabad/Secunderabad,https://www.naukri.com/job-listings-business-analyst-cognitus-consulting-it-services-private-limited-hyderabad-secunderabad-1-to-2-years-141222501960
8593,Product Analyst,Impact Guru,Not disclosed,1-3 Yrs ,"['google analytics', 'analytical', 'google', 'analytics', 'business analytics', 'e-commerce', 'product analysis', 'spss']","You will be an integral part of the Product team and will lead research, analysis & gen...",2.7,140.0,Mumbai,https://www.naukri.com/job-listings-product-analyst-impact-guru-mumbai-1-to-3-years-141118500293
8594,Business Analyst,Greytrix,Not disclosed,2-7 Yrs ,"['erp', 'review', 'crm', 'test cases', 'test case review', 'business analysis', 'analytical', 'mediclaim']",Candidate must have good process knowledge. . . . Good analytical and problem solving s...,4.0,85.0,Navi Mumbai,https://www.naukri.com/job-listings-business-analyst-greytrix-navi-mumbai-2-to-7-years-141021500234
8599,Business Analyst,"RapidOps, Inc",Not disclosed,3-5 Yrs ,"['pdf', 'quality management', 'management', 'digital', 'quality control management', 'marketing', 'business analysis', 'application development']","Well versed with Agile, Lean and Continuous Delivery methodologies Requirements: 3-5 ye...",4.1,12.0,Ahmedabad,https://www.naukri.com/job-listings-business-analyst-rapidops-inc-ahmedabad-3-to-5-years-140922501155
8606,Business Analyst,Backbase,Not disclosed,2-5 Yrs ,"['Backend', 'Front end', 'Sales', 'Business Analyst', 'Analytical', 'Agile', 'Senior Business Analyst', 'Gap analysis']",You have at least 2 to 5 years experience working as a Business Analyst in an IT enviro...,4.3,7.0,Hyderabad/Secunderabad,https://www.naukri.com/job-listings-business-analyst-backbase-hyderabad-secunderabad-2-to-5-years-140622500640
8607,Business Analyst,Abzer,Not disclosed,3-8 Yrs ,"['business analysis', 'management', 'building', 'customer engagement', 'e-commerce', 'team building', 'sales', 'engagement management']",. Work as a liaison between the customers and the development team through the developm...,3.4,17.0,Kochi/Cochin,https://www.naukri.com/job-listings-business-analyst-abzer-technology-solutions-kochi-cochin-3-to-8-years-140621500002
8609,Business Analyst,Centurysoft,Not disclosed,3-8 Yrs ,"['analysis', 'retail', 'analytical skills', 'data', 'jira', 'business improvement', 'business analysis', 'analytical']",Understand the business requirements and identified gaps in different processes and imp...,3.1,19.0,Pune,https://www.naukri.com/job-listings-business-analyst-centurysoft-pvt-ltd-pune-3-to-8-years-140619501198
8612,Business Analyst,Probotiq Solutions,Not disclosed,1-2 Yrs ,"['erp', 'business analysis', 'project implementation', 'architecture', 'project', 'Business Analyst']",Skills and Experience Required 1 - 2 years of work experience in IT / Business / ERP pr...,2.3,3.0,"Mumbai, Delhi, Chennai",https://www.naukri.com/job-listings-business-analyst-probotiq-solutions-mumbai-delhi-chennai-1-to-2-years-140519500171
8618,Business Analyst,Idaksh,Not disclosed,3-5 Yrs ,"['development', 'generation', 'business development', 'internet research', 'social media', 'research', 'media', 'internet']",Employment term: : Full time,,,Mangaluru/Mangalore,https://www.naukri.com/job-listings-business-analyst-idaksh-technologies-mangaluru-mangalore-3-to-5-years-140120500087
8619,Business Analyst,Caliber Hunt - A Candidate Portal,Not disclosed,2-5 Yrs ,"['Business analysis', 'Business Analyst']",Minimum 2-5 years Worked as Business AnalystAble to make Business Requirement Document ...,,,"Noida, Mumbai, New Delhi, Gurgaon/Gurugram",https://www.naukri.com/job-listings-business-analyst-caliber-hunt-noida-mumbai-new-delhi-gurgaon-gurugram-2-to-5-years-131222502065
8620,Business Analyst,Klearnow,Not disclosed,2-7 Yrs ,"['automation', 'sql', 'extraction', 'monitoring', 'software testing', 'business analysis', 'acceptance testing', 'management']",Work with engineering and product to define system and customer requirements Perform us...,2.9,19.0,Gurgaon/Gurugram,https://www.naukri.com/job-listings-business-analyst-klearexpress-gurgaon-gurugram-2-to-7-years-131222500950
8621,Business Analyst,Klevu Oy,Not disclosed,5-10 Yrs ,"['analysis', 'business process modeling', 'functionality', 'software testing', 'business analysis', 'functionality testing', 'process', 'monitoring']","A minimum of 5 years experience in business analysis or a related fieldHence, it is imp...",,,Ahmedabad,https://www.naukri.com/job-listings-business-analyst-klevu-oy-ahmedabad-5-to-10-years-131222500601
8626,Business Analyst,Skillety,Not disclosed,1-3 Yrs ,"['analysis', 'system analysis', 'commercial lending', 'staffing', 'business analysis', 'nbfc', 'treasury', 'computer science']","Good to have knowledge of GL System as well as Treasury processes such as ALM, Treasury...",3.2,5.0,"Noida, New Delhi",https://www.naukri.com/job-listings-business-analyst-skillety-noida-new-delhi-1-to-3-years-131222500076
8629,Business Analyst,Skillety,Not disclosed,5-8 Yrs ,"['analysis', 'management', 'software testing', 'microsoft applications', 'time managements', 'time management', 'business analysis', 'gui testing']",We are hiring a Business Analyst to join our project team. You will work alongside othe...,3.2,5.0,Mumbai,https://www.naukri.com/job-listings-business-analyst-skillety-mumbai-5-to-8-years-131222500073
8632,Business Analyst,Greeksoft,Not disclosed,2-7 Yrs ,"['requirement gathering', 'quality assurance', 'requirements', 'capital market', 'business analysis', 'usage', 'user stories', 'software']",Testing certification / QA experience in Manual / Automation will be an added advantage...,3.2,23.0,Mumbai,https://www.naukri.com/job-listings-business-analyst-greeksoft-technologies-pvt-ltd-mumbai-2-to-7-years-131221500848
8633,Business Analyst,Lyric Labs India Private Limited,Not disclosed,2-6 Yrs ,"['Solution architecture', 'Business Analyst', 'Analytical', 'Web application', 'Software development life cycle', 'Design development', 'Project planning', 'Web designing']",Prepare specification documents and business processes that will translate into meeting...,,,Coimbatore,https://www.naukri.com/job-listings-business-analyst-lyric-labs-india-private-limited-coimbatore-2-to-6-years-131218502219
8640,Analyst,Milliman,Not disclosed,10-15 Yrs ,"['Forecasting', 'Operations', 'Analytical', 'Automation', 'Networking', 'Process', 'Time Managements', 'Performance']",The Associate Benefits Manager should have prior experience in managing a team of 10-15...,3.4,76.0,"New Delhi, Gurgaon/Gurugram",https://www.naukri.com/job-listings-analyst-milliman-new-delhi-gurgaon-gurugram-10-to-15-years-130922501082
8642,Business Analyst,Cloudsmartz,Not disclosed,6-9 Yrs ,"['process modeling', 'management', 'business process modeling', 'research', 'analytical skills', 'visio', 'transition', 'business analysis']",Good Management and Research skillsMust Have Experience on tools like Draw.io or Visio ...,,,Mohali,https://www.naukri.com/job-listings-business-analyst-cloudsmartz-mohali-6-to-9-years-130922500734
8651,Business Analyst,Colruyt It Consultancy India,Not disclosed,4-6 Yrs ,"['process optimization', 'analysis', 'warehouse management', 'management', 'software testing', 'change', 'test cases', 'continuous improvement']","Open to learn and adapt, embrace change as the only constant You must be fluent in Engl...",4.2,103.0,Hyderabad/Secunderabad,https://www.naukri.com/job-listings-business-analyst-colruyt-it-consultancy-india-pvt-ltd-hyderabad-secunderabad-4-to-6-years-130522501079
8656,Business Analyst,HyreFox Consultants Pvt Ltd,Not disclosed,6-11 Yrs ,"['microsoft applications', 'analytics', 'analysis', 'research', 'technology management', 'excel', 'management', 'business analysis']",Eligibility Criteria: . Should be an outspoken person with excellent command over Engli...,3.7,20.0,Jaipur,https://www.naukri.com/job-listings-business-analyst-hyrefox-consultants-pvt-ltd-jaipur-6-to-11-years-130223501419
8659,Business Analyst,Ensono,Not disclosed,5-8 Yrs ,"['management', 'automation', 'sql', 'performance management', 'analytics', 'erp', 'salesforce', 'business analysis']","The Associate should be able to support the team in this agenda by developing, reportin...",4.2,151.0,Pune,https://www.naukri.com/job-listings-business-analyst-ensono-technologies-llp-pune-5-to-8-years-130123502119
8666,Business Analyst,SPM Jobs,Not disclosed,4-5 Yrs ,"['analysis', 'application programming', 'system design', 'programming', 'research', 'market research', 'business analysis', 'software services']",Effectively plan for the Project Requirement Gathering Sessions Good Documentation and ...,,,Kochi/Cochin,https://www.naukri.com/job-listings-business-analyst-spm-jobs-kochi-cochin-4-to-5-years-121222502586
8670,Technical Business Analyst,Talentco Search,Not disclosed,2-5 Yrs ,"['practice management', 'analysis', 'technical analysis', 'monitoring', 'business analysis', 'medical records', 'technology', 'powerpoint']",Bachelor s degree in Business or Technology related field. Experience in business analy...,,,Mumbai,https://www.naukri.com/job-listings-technical-business-analyst-talentco-search-pvt-ltd-mumbai-2-to-5-years-121222501399
8677,Business Analyst,Itforte Staffing Services,Not disclosed,5-10 Yrs ,"['project', 'management', 'engineering', 'initiative', 'senior management', 'engineering project management', 'project engineering', 'change']","Skills Required: Bachelors Degree in Software Development, Computer Engineering, Projec...",,,Kolkata,https://www.naukri.com/job-listings-business-analyst-itforte-staffing-services-private-ltd-kolkata-5-to-10-years-121018500907
8680,BUSINESS ANALYST,Lepton Software Export & Research Pvt Ltd,Not disclosed,8-13 Yrs ,"['pdf', 'sales process', 'customer engagement', 'business strategy', 'gis', 'bss', 'business analysis', 'gi']",". 5 8 years of experience in Telecom domain, Fiber Networks, GIS based Passive Inventor...",3.0,47.0,Mumbai,https://www.naukri.com/job-listings-business-analyst-lepton-software-export-research-pvt-ltd-mumbai-8-to-13-years-120922500512
8681,Junior Business Analyst,Prakhar Software,Not disclosed,1-3 Yrs ,"['E-governance', 'User acceptance', 'Usage', 'Monitoring', 'Process study', 'Software testing', 'Business analysis', 'Process']",Qualification: BE / B Tech / MCA/ MBA . Experience: Minimum 3 years experience in monit...,3.9,26.0,New Delhi,https://www.naukri.com/job-listings-junior-business-analyst-prakhar-software-solutions-new-delhi-1-to-3-years-120822502368
