skills,experience,interest,education,work_type,communication,target_role,job_link
"Communication, Negotiation",5.0,Sales,Graduate,Onsite,10.0,Sales Manager,https://danguradigital.com/career/sales-and-marketing-executive-june/
"SQL Server, SSIS",2.0,Data,Graduate,Hybrid,6.0,Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"SQL, Oracle",7.0,Data,Post Graduate,Onsite,6.0,Database Administrator,https://careers.united.com/us/en/job/GGN00001993/Database-Administrator-II-Information-Technology?src=JB-10440
"SQL, Oracle",6.0,Data,Post Graduate,Onsite,5.0,Database Administrator,https://careers.united.com/us/en/job/GGN00001993/Database-Administrator-II-Information-Technology?src=JB-10440
"Communication, CRM",4.0,Sales,Graduate,Onsite,8.0,Sales Executive,https://danguradigital.com/career/sales-and-marketing-executive-june/
"UX Research, Wireframing",3.0,Design,Graduate,Remote,9.0,UX Researcher,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"C++, Embedded Systems",5.0,Hardware,Post Graduate,Onsite,5.0,Firmware Engineer,https://careers.synopsys.com/job/-/-/44408/77911761744?Indeed_org
"Linux Admin, Bash Scripting",5.0,DevOps,Graduate,Onsite,7.0,System Administrator,https://zelis.wd1.myworkdayjobs.com/en-US/ZelisCareers/job/India-Hyderabad/Salesforce-Administrator_JR108049
"React Native, Mobile Dev",4.0,Mobile,Graduate,Remote,6.0,Mobile Developer,https://www.dewii.in/android-developer
"Leadership, Agile, Scrum",6.0,Management,Post Graduate,Onsite,7.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Kotlin, Android Studio",2.0,Mobile,Graduate,Remote,9.0,Android Developer,https://www.dewii.in/android-developer
"UX Research, Wireframing",4.0,Design,Graduate,Remote,8.0,UX Researcher,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Business Analysis, UML",5.0,Management,Post Graduate,Onsite,9.0,Business Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Swift, iOS Development",4.0,Mobile,Post Graduate,Onsite,8.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"Python, NLP, Spacy",5.0,AI,Post Graduate,Remote,7.0,NLP Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"HTML, CSS, JavaScript",1.0,Web,Graduate,Remote,7.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"SEO, Content Marketing",6.0,Marketing,Graduate,Remote,9.0,Digital Marketer,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Python, NLP, Spacy",3.0,AI,Post Graduate,Remote,7.0,NLP Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Kotlin, Android Studio",3.0,Mobile,Graduate,Remote,9.0,Android Developer,https://www.dewii.in/android-developer
"Business Analysis, UML",6.0,Management,Post Graduate,Onsite,7.0,Business Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Communication, CRM",4.0,Sales,Graduate,Onsite,8.0,Sales Executive,https://danguradigital.com/career/sales-and-marketing-executive-june/
"JavaScript, Angular",3.0,Frontend,Graduate,Remote,7.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Adobe XD, Prototyping",5.0,Design,Graduate,Remote,8.0,UI Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Python, Data Engineering",6.0,Data,Post Graduate,Hybrid,7.0,Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Business Analysis, UML",5.0,Management,Post Graduate,Onsite,8.0,Business Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Adobe XD, Prototyping",5.0,Design,Graduate,Remote,7.0,UI Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Machine Learning, R",5.0,AI,Post Graduate,Remote,5.0,Data Scientist,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Excel, VBA",5.0,Data,Graduate,Hybrid,8.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Google Ads, Analytics",3.0,Marketing,Graduate,Hybrid,7.0,Marketing Analyst,https://www.position2.com/career/junior-marketing-automation-analyst/
"Communication, CRM",4.0,Sales,Graduate,Onsite,10.0,Sales Executive,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Social Media, Branding",5.0,Marketing,Graduate,Remote,9.0,Brand Manager,https://www.amazon.jobs/en/jobs/2948380/sbs-assistant-brand-manager-india-consumables
"Google Ads, Analytics",3.0,Marketing,Graduate,Hybrid,8.0,Marketing Analyst,https://www.position2.com/career/junior-marketing-automation-analyst/
"Linux Admin, Bash Scripting",5.0,DevOps,Graduate,Onsite,5.0,System Administrator,https://zelis.wd1.myworkdayjobs.com/en-US/ZelisCareers/job/India-Hyderabad/Salesforce-Administrator_JR108049
"Google Ads, Analytics",5.0,Marketing,Graduate,Hybrid,8.0,Marketing Analyst,https://www.position2.com/career/junior-marketing-automation-analyst/
"SEO, Content Marketing",4.0,Marketing,Graduate,Remote,10.0,Digital Marketer,https://danguradigital.com/career/sales-and-marketing-executive-june/
"AWS, CloudFormation",4.0,Cloud,Post Graduate,Hybrid,8.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"SEO, Content Marketing",6.0,Marketing,Graduate,Remote,8.0,Digital Marketer,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Excel, VBA",7.0,Data,Graduate,Hybrid,7.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Machine Learning, R",4.0,AI,Post Graduate,Remote,5.0,Data Scientist,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"SQL Server, SSIS",2.0,Data,Graduate,Hybrid,6.0,Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Python, NLP, Spacy",3.0,AI,Post Graduate,Remote,7.0,NLP Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"SQL, Oracle",5.0,Data,Post Graduate,Onsite,7.0,Database Administrator,https://careers.united.com/us/en/job/GGN00001993/Database-Administrator-II-Information-Technology?src=JB-10440
"Communication, CRM",5.0,Sales,Graduate,Onsite,10.0,Sales Executive,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Data Visualization, PowerBI",3.0,Data,Graduate,Remote,5.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Photoshop, Figma",4.0,Design,Graduate,Remote,7.0,UI/UX Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Photoshop, Illustrator",3.0,Design,Graduate,Remote,8.0,Graphic Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"HTML, CSS, JavaScript",1.0,Web,Graduate,Remote,7.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Python, Flask, REST API",2.0,Backend,Graduate,Remote,8.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"Kotlin, Android Studio",4.0,Mobile,Graduate,Remote,8.0,Android Developer,https://www.dewii.in/android-developer
"JavaScript, Angular",4.0,Frontend,Graduate,Remote,7.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Photoshop, Illustrator",3.0,Design,Graduate,Remote,7.0,Graphic Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Business Analysis, UML",7.0,Management,Post Graduate,Onsite,9.0,Business Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Communication, CRM",4.0,Sales,Graduate,Onsite,8.0,Sales Executive,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Photoshop, Figma",2.0,Design,Graduate,Remote,6.0,UI/UX Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"SEO, Content Marketing",6.0,Marketing,Graduate,Remote,10.0,Digital Marketer,https://danguradigital.com/career/sales-and-marketing-executive-june/
"AutoCAD, SolidWorks",7.0,Design,Graduate,Onsite,6.0,Mechanical Designer,https://www.desirousgc.com/job/350
"Photoshop, Illustrator",4.0,Design,Graduate,Remote,8.0,Graphic Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Machine Learning, R",5.0,AI,Post Graduate,Remote,5.0,Data Scientist,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Project Management, JIRA",6.0,Management,Post Graduate,Onsite,9.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Python, Django, REST",5.0,Backend,Graduate,Hybrid,8.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"SwiftUI, iOS Dev",4.0,Mobile,Graduate,Remote,7.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"SwiftUI, iOS Dev",4.0,Mobile,Graduate,Remote,6.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"Excel, VBA",6.0,Data,Graduate,Hybrid,7.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Linux, Networking, Security",5.0,DevOps,Graduate,Onsite,6.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Leadership, Agile, Scrum",6.0,Management,Post Graduate,Onsite,8.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Social Media, Branding",4.0,Marketing,Graduate,Remote,9.0,Brand Manager,https://www.amazon.jobs/en/jobs/2948380/sbs-assistant-brand-manager-india-consumables
"Google Cloud, BigQuery",6.0,Cloud,Graduate,Hybrid,7.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"Google Ads, Analytics",4.0,Marketing,Graduate,Hybrid,8.0,Marketing Analyst,https://www.position2.com/career/junior-marketing-automation-analyst/
"Go, Microservices",4.0,Backend,Graduate,Onsite,5.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"Python, Data Engineering",5.0,Data,Post Graduate,Hybrid,7.0,Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Public Speaking, Leadership",6.0,Management,Post Graduate,Onsite,9.0,Team Lead,https://aristocrat.wd3.myworkdayjobs.com/AristocratExternalCareersSite/job/Noida-UP-IN/Technical-Lead_R0018902-1
"Public Speaking, Leadership",8.0,Management,Post Graduate,Onsite,9.0,Team Lead,https://aristocrat.wd3.myworkdayjobs.com/AristocratExternalCareersSite/job/Noida-UP-IN/Technical-Lead_R0018902-1
"Leadership, Agile, Scrum",7.0,Management,Post Graduate,Onsite,7.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Leadership, Agile, Scrum",8.0,Management,Post Graduate,Onsite,7.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Public Speaking, Leadership",7.0,Management,Post Graduate,Onsite,8.0,Team Lead,https://aristocrat.wd3.myworkdayjobs.com/AristocratExternalCareersSite/job/Noida-UP-IN/Technical-Lead_R0018902-1
"Project Management, JIRA",6.0,Management,Post Graduate,Onsite,7.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Leadership, Agile, Scrum",6.0,Management,Post Graduate,Onsite,8.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Data Visualization, PowerBI",4.0,Data,Graduate,Remote,6.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Public Speaking, Leadership",8.0,Management,Post Graduate,Onsite,10.0,Team Lead,https://aristocrat.wd3.myworkdayjobs.com/AristocratExternalCareersSite/job/Noida-UP-IN/Technical-Lead_R0018902-1
"Salesforce, CRM",5.0,Sales,Graduate,Hybrid,8.0,Salesforce Admin,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Leadership, Agile, Scrum",8.0,Management,Post Graduate,Onsite,9.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Machine Learning, R",4.0,AI,Post Graduate,Remote,7.0,Data Scientist,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Google Cloud, BigQuery",5.0,Cloud,Graduate,Hybrid,6.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"Project Management, JIRA",8.0,Management,Post Graduate,Onsite,8.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Leadership, Agile, Scrum",6.0,Management,Post Graduate,Onsite,9.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Communication, CRM",5.0,Sales,Graduate,Onsite,10.0,Sales Executive,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Google Ads, Analytics",3.0,Marketing,Graduate,Hybrid,6.0,Marketing Analyst,https://www.position2.com/career/junior-marketing-automation-analyst/
"React, JavaScript, UI",2.0,Frontend,Graduate,Remote,8.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Business Analysis, UML",5.0,Management,Post Graduate,Onsite,8.0,Business Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Photoshop, Illustrator",4.0,Design,Graduate,Remote,7.0,Graphic Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"React Native, Mobile Dev",2.0,Mobile,Graduate,Remote,6.0,Mobile Developer,https://www.dewii.in/android-developer
"Go, Microservices",6.0,Backend,Graduate,Onsite,4.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"SQL, Oracle",7.0,Data,Post Graduate,Onsite,7.0,Database Administrator,https://careers.united.com/us/en/job/GGN00001993/Database-Administrator-II-Information-Technology?src=JB-10440
"Data Visualization, PowerBI",3.0,Data,Graduate,Remote,6.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"HTML, CSS, JavaScript",2.0,Web,Graduate,Remote,8.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Social Media, Branding",5.0,Marketing,Graduate,Remote,10.0,Brand Manager,https://www.amazon.jobs/en/jobs/2948380/sbs-assistant-brand-manager-india-consumables
"Photoshop, Figma",3.0,Design,Graduate,Remote,6.0,UI/UX Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Social Media, Branding",5.0,Marketing,Graduate,Remote,10.0,Brand Manager,https://www.amazon.jobs/en/jobs/2948380/sbs-assistant-brand-manager-india-consumables
"Excel, VBA",5.0,Data,Graduate,Hybrid,9.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Salesforce, CRM",6.0,Sales,Graduate,Hybrid,7.0,Salesforce Admin,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Photoshop, Illustrator",2.0,Design,Graduate,Remote,9.0,Graphic Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"PHP, Laravel",3.0,Backend,Graduate,Remote,5.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"Excel, VBA",7.0,Data,Graduate,Hybrid,8.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Machine Learning, R",3.0,AI,Post Graduate,Remote,6.0,Data Scientist,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Linux Admin, Bash Scripting",4.0,DevOps,Graduate,Onsite,7.0,System Administrator,https://zelis.wd1.myworkdayjobs.com/en-US/ZelisCareers/job/India-Hyderabad/Salesforce-Administrator_JR108049
"Python, Django, REST",3.0,Backend,Graduate,Hybrid,8.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"Google Cloud, BigQuery",5.0,Cloud,Graduate,Hybrid,7.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"SQL Server, SSIS",4.0,Data,Graduate,Hybrid,7.0,Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Python, NLP, Spacy",4.0,AI,Post Graduate,Remote,5.0,NLP Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Photoshop, Figma",2.0,Design,Graduate,Remote,8.0,UI/UX Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"SQL, Tableau",4.0,Analytics,Graduate,Hybrid,6.0,BI Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"JavaScript, Vue.js",3.0,Frontend,Graduate,Remote,8.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Social Media, Branding",4.0,Marketing,Graduate,Remote,10.0,Brand Manager,https://www.amazon.jobs/en/jobs/2948380/sbs-assistant-brand-manager-india-consumables
"Project Management, JIRA",6.0,Management,Post Graduate,Onsite,8.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
jobs/careers/169479000002520378,,,,,,,
"Linux, Networking, Security",7.0,DevOps,Graduate,Onsite,5.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Flutter, Dart",3.0,Mobile,Graduate,Remote,6.0,Mobile Developer,https://www.dewii.in/android-developer
"Google Ads, Analytics",4.0,Marketing,Graduate,Hybrid,7.0,Marketing Analyst,https://www.position2.com/career/junior-marketing-automation-analyst/
"Leadership, Agile, Scrum",7.0,Management,Post Graduate,Onsite,7.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"AWS, CloudFormation",4.0,Cloud,Post Graduate,Hybrid,6.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"Python, ML, TensorFlow",1.0,AI,Post Graduate,Remote,7.0,AI/ML Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Photoshop, Figma",4.0,Design,Graduate,Remote,7.0,UI/UX Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Scala, Spark",6.0,Data,Post Graduate,Hybrid,6.0,Big Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Python, NLP, Spacy",4.0,AI,Post Graduate,Remote,6.0,NLP Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Social Media, Branding",5.0,Marketing,Graduate,Remote,8.0,Brand Manager,https://www.amazon.jobs/en/jobs/2948380/sbs-assistant-brand-manager-india-consumables
"Linux, Networking, Security",5.0,DevOps,Graduate,Onsite,4.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
Marketing Automation,5.0,Marketing,Graduate,Remote,6.0,Marketing Specialist,https://www.position2.com/career/junior-marketing-automation-analyst/
"Business Analysis, UML",6.0,Management,Post Graduate,Onsite,7.0,Business Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"TensorFlow, PyTorch",5.0,AI,Post Graduate,Remote,8.0,AI Researcher,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Communication, Negotiation",6.0,Sales,Graduate,Onsite,8.0,Sales Manager,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Communication, CRM",4.0,Sales,Graduate,Onsite,10.0,Sales Executive,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Business Analysis, UML",5.0,Management,Post Graduate,Onsite,9.0,Business Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Unity, C#",4.0,Game Dev,Graduate,Onsite,7.0,Game Developer,https://www.desirousgc.com/job/171
"Business Analysis, UML",7.0,Management,Post Graduate,Onsite,7.0,Business Analyst,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"Cloud Security, IAM",4.0,Security,Graduate,Onsite,6.0,Security Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-4916161-S1852032_en&title=Business+Analyst&SRC=RECNau
"React, JavaScript, UI",3.0,Frontend,Graduate,Remote,6.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Social Media, Branding",3.0,Marketing,Graduate,Remote,8.0,Brand Manager,https://www.amazon.jobs/en/jobs/2948380/sbs-assistant-brand-manager-india-consumables
"Google Cloud, BigQuery",5.0,Cloud,Graduate,Hybrid,8.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"Communication, Negotiation",6.0,Sales,Graduate,Onsite,8.0,Sales Manager,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Flutter, Dart",2.0,Mobile,Graduate,Remote,6.0,Mobile Developer,https://www.dewii.in/android-developer
"Machine Learning, R",4.0,AI,Post Graduate,Remote,6.0,Data Scientist,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Python, ML, TensorFlow",2.0,AI,Post Graduate,Remote,5.0,AI/ML Engineer,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Docker, Kubernetes",4.0,DevOps,Graduate,Remote,5.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Machine Learning, R",3.0,AI,Post Graduate,Remote,7.0,Data Scientist,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Communication, Negotiation",5.0,Sales,Graduate,Onsite,10.0,Sales Manager,https://danguradigital.com/career/sales-and-marketing-executive-june/
"SQL, Oracle",7.0,Data,Post Graduate,Onsite,7.0,Database Administrator,https://careers.united.com/us/en/job/GGN00001993/Database-Administrator-II-Information-Technology?src=JB-10440
"Flutter, Dart",2.0,Mobile,Graduate,Remote,8.0,Mobile Developer,https://www.dewii.in/android-developer
"JavaScript, Vue.js",2.0,Frontend,Graduate,Remote,8.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"React Native, Mobile Dev",4.0,Mobile,Graduate,Remote,6.0,Mobile Developer,https://www.dewii.in/android-developer
"Project Management, JIRA",7.0,Management,Post Graduate,Onsite,8.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"TensorFlow, PyTorch",5.0,AI,Post Graduate,Remote,8.0,AI Researcher,https://www.accenture.com/in-en/careers/jobdetails?id=ATCI-5006307-S1867662_en
"Docker, Kubernetes",4.0,DevOps,Graduate,Remote,6.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"Flutter, Dart",4.0,Mobile,Graduate,Remote,6.0,Mobile Developer,https://www.dewii.in/android-developer
"Excel, VBA",7.0,Data,Graduate,Hybrid,8.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Python, Django, REST",5.0,Backend,Graduate,Hybrid,8.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
jobs/careers/169479000002520378,,,,,,,
"Public Speaking, Leadership",6.0,Management,Post Graduate,Onsite,10.0,Team Lead,https://aristocrat.wd3.myworkdayjobs.com/AristocratExternalCareersSite/job/Noida-UP-IN/Technical-Lead_R0018902-1
"Python, Data Engineering",6.0,Data,Post Graduate,Hybrid,6.0,Data Engineer,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Swift, iOS Development",3.0,Mobile,Post Graduate,Onsite,7.0,iOS Developer,https://www.redcubeinfotech.com/careers.php
"JavaScript, Vue.js",1.0,Frontend,Graduate,Remote,6.0,Frontend Developer,https://www.careers-page.com/m365connect/job/QY77XRY5?utm_medium=free_job_board&utm_source=linkedin
"Photoshop, Figma",3.0,Design,Graduate,Remote,7.0,UI/UX Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Excel, VBA",5.0,Data,Graduate,Hybrid,8.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Python, Flask, REST API",3.0,Backend,Graduate,Remote,7.0,Backend Developer,https://gokhana.zohorecruit.in/jobs/careers/169479000002520378
"Communication, CRM",5.0,Sales,Graduate,Onsite,9.0,Sales Executive,https://danguradigital.com/career/sales-and-marketing-executive-june/
"Docker, Kubernetes",4.0,DevOps,Graduate,Remote,6.0,DevOps Engineer,https://careers.persistent.com/jobview/devops-engineer-india-devops-2024101615152179?source=indeed
"C++, Embedded Systems",4.0,Hardware,Post Graduate,Onsite,5.0,Firmware Engineer,https://careers.synopsys.com/job/-/-/44408/77911761744?Indeed_org
"SQL, Tableau",2.0,Analytics,Graduate,Hybrid,7.0,BI Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Communication, CRM",6.0,Sales,Graduate,Onsite,10.0,Sales Executive,https://danguradigital.com/career/sales-and-marketing-executive-june/
"AWS, CloudFormation",4.0,Cloud,Post Graduate,Hybrid,7.0,Cloud Engineer,https://www.google.com/about/careers/applications/jobs/results/142499060689838790-cloud-engineer/?src=online
"UX Research, Wireframing",3.0,Design,Graduate,Remote,8.0,UX Researcher,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
"Flutter, Dart",2.0,Mobile,Graduate,Remote,6.0,Mobile Developer,https://www.dewii.in/android-developer
"Project Management, JIRA",7.0,Management,Post Graduate,Onsite,8.0,Project Manager,https://hackerkernel.com/jobs/bhopal/it-project-coordinator
"Excel, VBA",6.0,Data,Graduate,Hybrid,8.0,Data Analyst,https://careers.bcg.com/global/en/job/52492/Data-Scientist-Senior-Data-Scientist-India-BCG-X
"Linux Admin, Bash Scripting",6.0,DevOps,Graduate,Onsite,6.0,System Administrator,https://zelis.wd1.myworkdayjobs.com/en-US/ZelisCareers/job/India-Hyderabad/Salesforce-Administrator_JR108049
"C++, Embedded Systems",5.0,Hardware,Post Graduate,Onsite,4.0,Firmware Engineer,https://careers.synopsys.com/job/-/-/44408/77911761744?Indeed_org
"Photoshop, Illustrator",4.0,Design,Graduate,Remote,9.0,Graphic Designer,https://www.wow.jobs/appiness/UXUI-Designer-jobs-Bangalore/1355
